optionid,productid,catalogid,category_id,featurecaption,featuretype,featurerequired,sorting,url,info,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty,thumbpath,colorcode
,,,,,,,,,,"4481","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4482","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1049","HSW-28-4","265","0","Housing Color","Dropdown","1","1","","","4513","Silver","0","1","+Silver",,"1","0","0","1",,
,,,,,,,,,,"4514","Black","0","2","+Black",,"0","0","0","1",,
,,,,,,,,,,"4515","White","0","3","+White",,"0","0","0","1",,
"1039","HSW-37-4","266","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4483","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4484","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4485","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1050","HSW-37-4","266","0","Housing Color","Dropdown","1","1","","","4516","Silver","0","1","+Silver",,"1","0","0","1",,
,,,,,,,,,,"4517","Black","0","2","+Black",,"0","0","0","1",,
,,,,,,,,,,"4518","White","0","3","+White",,"0","0","0","1",,
"1040","ZN1A-BT662XE-MIR","267","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4486","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4487","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4488","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1041","ZN-DNT352XE-MIR","269","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4489","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4490","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4491","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1042","ZN1-D4NMZ43L","270","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4492","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4493","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4494","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1043","ZN1-M4FN3","271","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4495","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4496","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4497","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1044","ZN1-N4NFN6","272","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4498","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4499","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4500","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1046","ZN1-V4FN3","274","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4504","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4505","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4506","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1047","ZN1-V4FN4","275","0","Analytics Software License - GXi","Dropdown","1","1",""," <p>These analytics licenses enable the SMART&nbsp;capabilities of the Ganz Computar GXi cameras.  Each analytics license enables different capabilities for the camera.</p> 			<p></p> 			<div class=c></div> <div style=""width:80%; margin:0px auto;""> <hr width=""80%"" /> 				<h2>No Analytics License  $0</h2> 				<p>This selection removes all of the SMART functionality from the SMART Cameras, no additional classification or calculations of objects on the screen.  These cameras are still very good cameras, but selection of no analytics will make them similar to most other cameras.  We might note that the cameras sold online through shopping websites, even ones that state GXi embedded intelligence are sold without the surveillance licenses.</p> 			<div class=c></div> <hr width=""80%"" /> 				<h2>ZN-SURV-1 - Surveillance&nbsp;Analytics $212</h2> 			<div class=c></div>  				<p>This license is best suited for outdoor applications for SMART&nbsp;Cameras. &nbsp;This license is best suited for classifying persons and vehicles and enabling alerts based on entry into specific zones.  This license should be selected if you want to enable text or email alerts based on zones that can be setup on the screen.</p>  			<ul> 				<li><b>Object Class &amp; Speed Calculations</b> 				<li>Direction &amp;&nbsp;Dwell Filters 				<li>Tailgating &amp;&nbsp;On-Screen Counters 			</ul> <hr width=""80%"" /><div class=c></div> 				<h2>ZN-ADVANCED-1 - Advanced&nbsp;Analytics $264</h2> 			<div class=c></div> 				<p>This license provides the ultimate analytics for SMART&nbsp;Cameras.  It should be used for more advanced indoor and outdoor security camera installations.  It includes all of the ZN-SURV-1 objects and zones, with added Counting Line and enhanced tracking for multiple target tracking simultaneously.  Use this especially for indoor camera installations where the camera will be tracking multiple targets at once, and counting passing cars or people. 				</p> 				<ul> 					<li>Object Class &amp; Speed Calculations 					<li>Direction &amp;&nbsp;Dwell Filters 					<li>Tailgating &amp;&nbsp;On-Screen Counters 					<li>Counting Line (for counting vehicles or people) 					<li>Enhanced capabilities for multiple target tracking 				</ul> 				<p></p></div>","4507","No Analytics Licenses","0","1",,,"1","0","0","1",,
,,,,,,,,,,"4508","ZN-SURV-1 - Surveillance Analytics License","212","2","+ZN-SURV-1",,"0","0","0","1",,
,,,,,,,,,,"4509","ZN-ADVANCED-1 - Advanced Analytics License","264","3","+ZN-ADVANCED-1",,"0","0","0","1",,
"1986","HD-4217","277","0","Edge Backup Recording","Dropdown","1","1","","","9404","No SD Card - No Backup Recording on Device","0","0",,,"1","0","0","0",,
,,,,,,,,,,"9405","256GB MicroSD Card for Backup/Edge Recording","85","1","+256GB",,"0","0","0","0",,
"1985","HD-4217","277","0","Mounting Bracket","Dropdown","0","0","","","9399","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"9400","Wall Mount Bracket","85","1","+HD-WMT",,"0","0","0","1",,
,,,,,,,,,,"9401","Corner Mount Bracket","185","2","+HD-WMT+HD-CMA",,"0","0","0","1",,
,,,,,,,,,,"9402","Pole Mount Bracket","185","3","+HD-WMT+HD-PMA",,"0","0","0","1",,
,,,,,,,,,,"9403","Pendant Mount Bracket (10"" drop with adapters)","115","4","+HD-PDT",,"0","0","0","1",,
"1988","HD-9447","278","0","Edge Backup Recording","Dropdown","1","1","","","9411","No SD Card - No Backup Recording on Device","0","0",,,"1","0","0","0",,
,,,,,,,,,,"9412","256GB MicroSD Card for Backup/Edge Recording","85","1","+256GB",,"0","0","0","0",,
"1987","HD-9447","278","0","Mounting Bracket","Dropdown","0","0","","","9406","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"9407","Wall Mount Bracket","85","1","+HD-WMT",,"0","0","0","1",,
,,,,,,,,,,"9408","Corner Mount Bracket","185","2","+HD-WMT+HD-CMA",,"0","0","0","1",,
,,,,,,,,,,"9409","Pole Mount Bracket","185","3","+HD-WMT+HD-PMA",,"0","0","0","1",,
,,,,,,,,,,"9410","Pendant Mount Bracket (10"" drop with adapters)","115","4","+HD-PDT",,"0","0","0","1",,
"1061","dPlatinumHDVR","279","0","Add Analog Inputs","Dropdown","0","3","","","4560","No Analog Inputs","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4561","Add 8 Analog BNC Inputs","375","1","+8AN",,"0","0","0","1",,
,,,,,,,,,,"4562","Add 16 Analog BNC Inputs","652","2","+16AN",,"0","0","0","1",,
"1060","dPlatinumHDVR","279","0","Add IP Camera Licenses","Dropdown","0","2","","","4555","Add 4 IP Camera Licenses for HD IP Cameras","340","0","+4IP",,"0","0","0","1",,
,,,,,,,,,,"4556","Add 8 IP Camera Licenses for HD IP Cameras","680","1","+8IP",,"0","0","0","1",,
,,,,,,,,,,"4557","No IP Camera Licenses","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4558","Add 12 IP Camera Licenses for HD IP Cameras","1020","2","+12IP",,"0","0","0","1",,
,,,,,,,,,,"4559","Add 16 IP Camera Licenses for HD IP Cameras","1360","3","+16IP",,"0","0","0","1",,
"1058","dPlatinumHDVR","279","0","Hard Drive Size","Dropdown","1","1","","","4546","1 TB Hard Drive Installed","0","0","+1TB",,"1","0","0","1",,
,,,,,,,,,,"4547","2 TB Hard Drive Installed","50","1","+2TB",,"0","0","0","1",,
,,,,,,,,,,"4548","4 TB Hard Drive Installed","150","2","+4TB",,"0","0","0","1",,
,,,,,,,,,,"4549","6 TB Hard Drive Installed","250","3","+6TB",,"0","0","0","1",,
,,,,,,,,,,"4550","8 TB Hard Drives (2 x 4TB)","350","4","+8TB",,"0","0","0","1",,
"1059","dPlatinumHDVR","279","0","Number of HD-SDI Inputs","Radio","1","0","","","4551","4 x HD-SDI Inputs","0","0","+HD4",,"1","0","0","1",,
,,,,,,,,,,"4552","8 x HD-SDI Inputs","565","1","+HD8",,"0","0","0","1",,
,,,,,,,,,,"4553","12 x HD-SDI Inputs","1045","2","+HD12",,"0","0","0","1",,
,,,,,,,,,,"4554","16 x HD-SDI Inputs","1595","3","+HD16",,"0","0","0","1",,
"1064","dMidHDVR","280","0","Add IP Camera Licenses","Dropdown","0","2","","","4572","Add 4 IP Camera Licenses for HD IP Cameras","340","0","+4IP",,"0","0","0","1",,
,,,,,,,,,,"4573","Add 8 IP Camera Licenses for HD IP Cameras","680","1","+8IP",,"0","0","0","1",,
,,,,,,,,,,"4574","No IP Camera Licenses","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4575","Add 12 IP Camera Licenses for HD IP Cameras","1020","2","+12IP",,"0","0","0","1",,
,,,,,,,,,,"4576","Add 16 IP Camera Licenses for HD IP Cameras","1360","3","+16IP",,"0","0","0","1",,
"1062","dMidHDVR","280","0","Hard Drive Size","Dropdown","1","1","","","4563","1 TB Hard Drive Installed","0","0","+1TB",,"1","0","0","1",,
,,,,,,,,,,"4564","2 TB Hard Drive Installed","50","1","+2TB",,"0","0","0","1",,
,,,,,,,,,,"4565","4 TB Hard Drive Installed","150","2","+4TB",,"0","0","0","1",,
,,,,,,,,,,"4566","6 TB Hard Drive Installed","250","3","+6TB",,"0","0","0","1",,
,,,,,,,,,,"4567","8 TB Hard Drives (2 x 4TB)","350","4","+8TB",,"0","0","0","1",,
"1063","dMidHDVR","280","0","Number of HD-SDI Inputs","Radio","1","0","","","4569","4 x HD-SDI Inputs","0","0","+HD4",,"1","0","0","1",,
,,,,,,,,,,"4570","8 x HD-SDI Inputs","565","1","+HD8",,"0","0","0","1",,
"1990","HD-4417","297","0","Edge Backup Recording","Dropdown","1","1","","","9418","No SD Card - No Backup Recording on Device","0","0",,,"1","0","0","0",,
,,,,,,,,,,"9419","256GB MicroSD Card for Backup/Edge Recording","85","1","+256GB",,"0","0","0","0",,
"1989","HD-4417","297","0","Mounting Bracket","Dropdown","0","0","","","9413","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"9414","Wall Mount Bracket","85","1","+HD-WMT",,"0","0","0","1",,
,,,,,,,,,,"9415","Corner Mount Bracket","185","2","+HD-WMT+HD-CMA",,"0","0","0","1",,
,,,,,,,,,,"9416","Pole Mount Bracket","185","3","+HD-WMT+HD-PMA",,"0","0","0","1",,
,,,,,,,,,,"9417","Pendant Mount Bracket (10"" drop with adapters)","115","4","+HD-PDT",,"0","0","0","1",,
"1992","HD-4817","298","0","Edge Backup Recording","Dropdown","1","1","","","9425","No SD Card - No Backup Recording on Device","0","0",,,"1","0","0","0",,
,,,,,,,,,,"9426","256GB MicroSD Card for Backup/Edge Recording","85","1","+256GB",,"0","0","0","0",,
"1991","HD-4817","298","0","Mounting Bracket","Dropdown","0","0","","","9420","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"9421","Wall Mount Bracket","85","1","+HD-WMT",,"0","0","0","1",,
,,,,,,,,,,"9422","Corner Mount Bracket","185","2","+HD-WMT+HD-CMA",,"0","0","0","1",,
,,,,,,,,,,"9423","Pole Mount Bracket","185","3","+HD-WMT+HD-PMA",,"0","0","0","1",,
,,,,,,,,,,"9424","Pendant Mount Bracket (10"" drop with adapters)","115","4","+HD-PDT",,"0","0","0","1",,
"1858","HD-8217","299","0","Mounting Bracket","Dropdown","0","3","","","8356","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"8357","Weatherproof Junction Box","65","2","+HD-BB",,"0","0","0","1",,
,,,,,,,,,,"8358","Indoor/Outdoor Junction Box","45","1","+HD-IBB",,"0","0","0","1",,
,,,,,,,,,,"8359","Pole Mount Bracket","130","4","+WML-S+PM",,"0","0","0","1",,
,,,,,,,,,,"8360","Wall Mount Bracket","75","3","+WML-S",,"0","0","0","0",,
"1863","HD-8418","300","0","Audio","Dropdown","1","0","","","8372","No Audio","0","0",,,"1","0","0","0",,
,,,,,,,,,,"8373","Built-in Audio Microphone","30","1","-A",,"0","0","0","0",,
"1862","HD-8418","300","0","Color","DropImage","1","0","","","8370","White Housing Color","0","0",,"assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg","1","0","0","0",,
,,,,,,,,,,"8371","Dark Gray Housing Color","5","1","-DG","assets/images/products/cameras/hd-8xx7/HD-8x17-DG-thumb.jpg","0","0","0","0",,
"1861","HD-8418","300","0","Mounting Bracket","Dropdown","0","3","","","8365","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"8366","Weatherproof Junction Box","65","2","+HD-BB",,"0","0","0","1",,
,,,,,,,,,,"8367","Indoor/Outdoor Junction Box","45","1","+HD-IBB",,"0","0","0","1",,
,,,,,,,,,,"8368","Pole Mount Bracket","130","4","+WML-S+PM",,"0","0","0","1",,
,,,,,,,,,,"8369","Wall Mount Bracket","75","3","+WML-S",,"0","0","0","0",,
"1866","HD-8818","301","0","Audio","Dropdown","1","0","","","8381","No Audio","0","0",,,"1","0","0","0",,
,,,,,,,,,,"8382","Built-in Audio Microphone","30","1","-A",,"0","0","0","0",,
"1865","HD-8818","301","0","Color","DropImage","1","0","","","8379","White Housing Color","0","0",,"assets/images/Products/Cameras/HD-8x17/thumbnails/hd-8x17_1_thumbnail.jpg","1","0","0","0",,
,,,,,,,,,,"8380","Dark Gray Housing Color","5","1","-DG","assets/images/products/cameras/hd-8xx7/HD-8x17-DG-thumb.jpg","0","0","0","0",,
"1864","HD-8818","301","0","Mounting Bracket","Dropdown","0","3","","","8374","No Brackets Needed","0","0",,,"1","0","0","1",,
,,,,,,,,,,"8375","Weatherproof Junction Box","65","2","+HD-BB",,"0","0","0","1",,
,,,,,,,,,,"8376","Indoor/Outdoor Junction Box","45","1","+HD-IBB",,"0","0","0","1",,
,,,,,,,,,,"8377","Pole Mount Bracket","130","4","+WML-S+PM",,"0","0","0","1",,
,,,,,,,,,,"8378","Wall Mount Bracket","75","3","+WML-S",,"0","0","0","0",,
